customer_id,product_id,rating,content
1992083,10752430,1,Mình đánh giá 1 sao ko phải vì nội dung cuốn sách mà là vì chất lượng sách Tiki giao. Mình vốn rất ủng hộ Tiki nhưng chất lượng cuốn sách như này mà vẫn đến được tay người đọc sau nhiều khâu kiểm duyệt thì Tiki cần xem lại.
6202749,10752430,5,
18083437,10752430,5,
6468863,10752430,5,
920603,10752430,5,
14663165,10752430,5,
497403,10752430,5,"Sách hay, giao tốt."
921642,10752430,5,
5965582,10752430,4,
2076994,10752430,5,
1384842,10752430,5,
10529265,10752430,5,
12384468,273691904,5,
8510522,162530673,5,"Mua đơn 3 cuốn áp mã giảm nên giá rẻ 8x.. Sách in lần thứ 30 rồi mình mới biết tới, khá tò mò về nội dung nên đặt mua.. Sách nhận về tay còn seal nilon, mới, đẹp.. Sách dùng giấy xịn đét, nhưng font chữ đánh máy xưa nên lúc đầu mình đọc chưa quen font hơi mất tập trung xíu.. Nội dung: hay, đáng đọc.. Sản phẩm tốt, dịch vụ tốt."
28542372,162530673,5,"Lúc đầu nhìn tên tác giả tưởng có hai người đồng sáng tác nhưng mà không phải vậy! Còn Font chữ giống như được gõ bởi máy đánh chữ hồi xưa, mình thấy hoài niệm và cũng độc đáo. . Nguyễn Duy Cần đã nêu rõ ràng, thẳng thắn những quan điểm sai về việc học như là học vì bằng cấp hay là học vẹt,... Ông làm mình nhớ tới thầy cấp 3 của mình vào thời điểm mình học ngày đêm chỉ để muốn đạt được điểm cao mà quên đi giá trị thật sự của việc học, thầy luôn muốn mình học với sự sáng tạo, thỏa sức tìm tòi chứ không phải vì áp lực điểm số!. Lâu lắm rồi mình mới tìm được một quyển sách hợp gu như thế này, còn seal và được tặng cả bookmark nữa! Tiki giao hàng nhanh chưa đầy một ngày mình đã nhận được hàng gòi!"
14761553,162530673,5,"-Tác giả viết vào những năm 50-60, mà sự hiểu biết, tư tưởng của ông vẫn rất phù hợp cho việc học hỏi ở giai đoạn hiện tại. Nó là nguồn kiến thức vô giá cho mình."
1736908,162530673,5,"Tiki giao hàng rất nhanh và đóng gói kỹ càng, cẩn thận. Sách đẹp và thơm mùi mới."
1107840,162530673,5,"Một quyển sách đáng giá và nên đọc.. Mặc dù sách viết bởi cố nhân, nhưng tư tưởng rất tiên tiến và có giá trị ngay cả ở bối cảnh hiện đại.. Trong sách là các quan điểm đúc kết về học thức, chuyện tự học, chuyện đọc và kể cả về kỷ luật trong học tập và làm việc.. Dù nội dung có thể chưa hấp dẫn và phù hợp với các bạn nhỏ, học sinh, tuy nhiên với người lớn thì là một cuốn sách nên đọc. Phần vì việc tự học nên là quá trình trọn đời, phần vì người lớn có thể giúp truyền cảm hứng cho các thế hệ sau.. Ngoài ra thì chất lượng dịch vụ phân phối từ Tiki trading là rất tốt."
5950595,162530673,3,Nội dung hay nhưng font chữ kiểu ngày xưa rất khó đọc. Cá nhân mình thấy nó làm giảm tính thẩm mỹ của cuốn sách. Hy vọng nxb thay đổi font chữ giống như những cuốn khác của tác giả.
8355583,162530673,5,"Tiki giao nhanh, đóng gói cẩn thận, 10 điểm cho Tiki ạ. Sách của cụ Thu Giang hay lắm ạ, giấy đẹp, in đẹp nốt."
25926031,162530673,5,"Sách nhỏ, dễ mang đi. Ship nhanh, shipper lịch sự, đến nơi còn nguyên bọc, sạch đẹp ạ. Mình chưa bóc ra nên chưa đánh ra chất lượng giấy và chữ in bên trong."
26669764,162530673,5,"Mình đang đọc dở chừng thì bị mất sách do mang đi du lịch, vào Tiki đặt lại và cực kỳ hài lòng, giao hoả tốc, đóng gói cẩn thận, xinh xắn, nhìn là ưng."
7873148,162530673,5,tác phẩm mang giá trị tự vươn lên từ chính bản thân rất đáng học hỏi
1829099,162530673,5,"Font chữ nhìn qua thì đẹp chứ đọc lâu thấy khó đọc, dễ mỏi mắt trong khi nội dung thì hay, đáng học hỏi. Quá tiếc khi chọn cái font chữ này để thể hiện nội dung sách"
28235322,162530673,5,"Sách đóng gói kĩ, giao nhanh"
11456902,162530673,5,Sách chất giấy mịn
21990722,162530673,4,"Sách giấy đẹp, mịn.. Giao hàng nhanh: thời gian book-> giao: là 2 ngày. Ngôn từ hơi khó hiểu, cần đọc nhiều lần và suy ngẫm"
29376378,162530673,3,Giao hàng chậm so với dự kiến
21896799,162530673,5,Đọc để “tự vả” bản thân 🫶
30127896,162530673,5,"Sách hay,Nd lôi cuốn, bao bì đẹp,mở mang đầu óc khá nhiều khi đọc sách"
26780764,162530673,5,"Đóng gói kĩ giao hàng nhanh, dich vụ suất sắc"
7060017,162530673,5,Rất bổ ích
30161878,162530673,3,"Đọc cũng ổn , không quá xuất sắc"
27826886,162530673,5,Sách mới uy tín chất lượng dịch vụ tốt nha!
29241822,162530673,5,
1481082,162530673,5,
10720391,162530673,5,
6519097,162530673,5,
18891007,162530673,5,
11874610,162530673,5,
25953866,162530673,5,
17506796,162530673,5,
29001205,162530673,5,
12631825,162530673,1,"Đây là lần đầu tiên mình mua sách mà bị lỗi chữ nhiều như vậy, hầu như ở trang nào cũng có. Dù tổng thể không ảnh hưởng lắm đến nội dung nhưng chất lượng như vậy thì chưa đạt."
28746410,162530673,4,"Nội dung sách hấp dẫn và bổ ích, kích thước nhỏ gọn dễ mang theo. Tuy nhiên có lỗi sai chính tả và trang sách bị nhăn."
10970692,162530673,4,"Sách của bác Cần rất hay, câu từ chuẩn văn phong miền nam ngày trước , nhưng phong chữ rối mắt mình, không thích kiểu phong chữ hoa văn này"
26687346,162530673,5,"Nội dung sách hay, dễ hiểu"
5811021,162530673,3,Hơi thất vọng. Giờ mình mới bóc giấy bóng kính để đọc thì thấy bị tách bìa sau và còn có một ít giấy vụn. Cảm giác không được chỉn chu :(((
14739918,162530673,5,
21437970,162530673,4,
6959111,162530673,5,sách đẹp k bị móp
30180028,162530673,3,Chưa nhận dc hàng dù đã gửi tiền
6233103,162530673,5,
29426153,162530673,5,"Sách hay có giá trị, nội dung thực tế. Các bạn hãy đọc nhé!. Không phí lắm đó."
15188098,162530673,5,
14249951,162530673,5,
30313982,162530673,5,
12024636,162530673,5,"Sách mới cóng, nội dung thì không phải bàn, cực kỳ hài lòng"
22029963,162530673,5,
9927825,162530673,5,
473488,162530673,5,
16292694,162530673,5,"giao nhanh mình mua lúc tiki giảm mạnh nên rẻ,sách dành cho những bạn tự học như mình"
30295486,162530673,5,
25033696,162530673,5,
9730722,162530673,5,
5161812,162530673,5,
1739626,162530673,5,"Sách có bọc nilon, chất lượng sách tốt, nội dung thì không phải bàn vì cuốn này quá nổi tiếng rồi. Nên mua nhé mn"
14489857,162530673,5,"Mình đã nghe nói về sách của cụ Nguyễn Duy Cần rất lâu nhưng giờ mới dám mua đọc sau 1 thời gian nghe sách nói. Tiki giao hàng nhanh, đóng gói cẩn thận. Bạn giao hàng rất nhiệt tình."
29828116,162530673,5,
22856599,162530673,5,"Sách oke , nội dung hay , đọc xong thấy dc khai sáng việc đọc sách rất nhiều"
25705774,162530673,5,
11195564,162530673,5,
5800651,162530673,5,
13846600,162530673,5,"Sách in không đẹp đóng gói rất ư là xấu,nói chung là rất thất vọng khi mở bao bì"
1982040,162530673,5,
27831514,162530673,5,
22485773,162530673,5,"Cuốn sách giúp tôi có phương pháp đúng đắn, cảm ơn nxb vẫn giữ được cuốn sách đến bây giờ. Sách mua trên tiki cũng rẻ và dễ tìm hơn nữa"
26026701,162530673,5,Cuốn này được cô giáo dạy văn của mình recomm
28036777,162530673,5,"Sách hay, trình bày chi tiểt"
11169668,162530673,5,Mình sẽ đọc các bạn cũng đọc để cùng suy ngẫm nhé
24224768,162530673,5,
24296995,162530673,5,sách hay
1012819,162530673,5,rất rất thích cho công cuộc học trọn đời của tất cả mọi người
28084608,162530673,5,Bìa sách hơi bất ổn một chút nhưng không sao. Nội dung sách thì không còn gì phải bàn rồi!
2164716,162530673,5,
16714917,162530673,4,Chữ in trên bìa cứ lem nhem sao ấy khá mất thẩm mĩ
22533219,162530673,5,Một tư duy vĩnh viễn hữu ích. Ấn bản đẹp
7117824,162530673,5,
6480874,162530673,5,"Sách đẹp quá nè, chất lượng giấy in xịn lắm luôn. Nội dung thì đợi đọc rồi mình nhận xét sau ạ"
5320138,162530673,5,
6275845,162530673,5,
1890858,162530673,5,Cảm ơn Tiki vì đã giao hàng rất nhanh và đã bọc book care
7744112,162530673,5,Sách hay. Bao bìa cẩn thận. Nhưng có vài trang bị cấn
23014614,162530673,4,"bìa đẹp ,nhìn giấy rất thích"
7710615,162530673,5,
1890765,162530673,5,
24688882,162530673,5,
12651016,162530673,5,
16005582,162530673,5,"Sách chất lượng rất tốt, giao hàng nhanh và bọc cẩn thận"
13921160,162530673,5,"tiki giao hàng rất nhanh, đóng gói cẩn thận và kỉ càng, nội dung sách thì chưa đọc nên chưa thể nhận xét được"
26039979,162530673,5,"Mua đi, sách ngon lắm."
23694124,162530673,5,
433615,162530673,5,"sách hay nhưng do tác giả viết đã lâu nên cách dùng từ hơi cũ, đội ngũ biên tập nên biên tập laik cho phù hợp"
7031095,162530673,4,"Giao hàng chậm, chất lượng sách tạm được"
23783813,162530673,5,
6032281,162530673,5,Sách rất hay. Ở một tầm khác so với các sách selfhelp của các tác giả trẻ hiện nay
18938897,162530673,5,Sách rất tuyệt 🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗
1540664,162530673,4,
12745832,162530673,5,"- Hàng giao đẹp, mới.. - Văn phong có thể hơi khó đọc nhưng thực sự là một cuốn sách bổ ích"
17301832,162530673,5,
22768340,162530673,5,
18340420,162530673,5,
8149702,162530673,5,
20301537,162530673,5,
12563176,162530673,1,Bọc bìa bị nhăn nhiều lắm.
6512715,162530673,5,
5282900,162530673,5,
21640260,162530673,5,
1157919,162530673,5,
11359,162530673,5,
7977410,162530673,5,
9899731,162530673,4,
1126424,162530673,5,"Rất hay nên đọc, đọc ngay khi còn ngồi mài ghế nhà trường được thì quá tốt"
7152464,162530673,5,
26680379,162530673,5,"Sách có bọc, đẹp, giá thành ổn"
12192662,162530673,5,
628851,162530673,5,"Một quyển sách dễ hiểu, hay mà tất cả ai cũng nên đọc"
22481033,162530673,5,Hay nhất chương cuối
22233186,162530673,5,
6069998,162530673,5,"Sách đẹp, đóng gói tốt, cp đúng hẹn"
9863319,162530673,3,"font chữ khó đọc lắm luôn á, nhưng ráng đọc mấy trang đầu thấy cũng ổn"
28394497,162530673,5,Giao hàng rất nhanh đặt ngày hôm trước hôm sau có luôn. Đóng gói kĩ càng. Rất OK
26812633,162530673,5,cuốn sách giúp tôi nhiều trong việc học
8445213,162530673,4,Giao sách chuẩn. Nội dung sách hay.
19170730,162530673,5,Giao hàng nhanh
21996237,162530673,4,
25747332,162530673,5,
2148212,162530673,5,
2036821,162530673,5,
12817438,162530673,4,Sách đẹp lắm nhưng sao còn nguyên bọc nilon mà hơi bị bẩn
23140062,162530673,5,
15399701,162530673,5,
481014,162530673,5,
27854798,162530673,5,
29089050,162530673,5,
29268505,162530673,5,Cám ơn Tiki
27935181,162530673,5,
17133956,162530673,5,
25919125,162530673,5,"Sách mới, đẹp, giao nhanh"
8895228,162530673,5,
5809870,162530673,5,
20418947,162530673,5,
16396070,162530673,5,Hay
21998268,162530673,5,"Sách hay, dùng nhiều từ cổ"
10491118,162530673,5,
7834454,162530673,5,"Bọc sách cẩn thận, giao nhanh"
17272787,162530673,5,
28909665,162530673,5,
6753313,162530673,5,Cuốn sách tuyệt vời
28991924,162530673,5,
6763869,162530673,5,"Sách đẹp, nội dung hay, có màng bảo vệ sách"
10720894,162530673,5,
7639340,162530673,5,
17280036,162530673,5,
15127626,162530673,5,
16602451,162530673,5,
2142821,162530673,5,"Tiki giao hàng nhanh chóng, nội dung vô cùng bổ ích"
18176987,162530673,5,
27234484,162530673,5,
22788478,162530673,5,Sản phẩm đóng gói cẩn thận
9834489,162530673,5,
11912145,162530673,5,
11919530,162530673,4,
17304381,162530673,5,
28465102,162530673,5,
21491462,162530673,5,
870629,162530673,5,
5979039,162530673,5,
14051045,162530673,4,
22026521,162530673,5,"Đóng gói, sản phẩm không còn gì để nói"
13901071,162530673,5,
22555105,162530673,5,
24171662,162530673,5,...
14124254,162530673,3,Cũng hay lắm ạ. Dhdjdndnxbxn
17214979,162530673,5,
757700,162530673,4,
26389600,162530673,4,Ok
23098833,162530673,5,
2004445,162530673,5,
955944,162530673,5,
28512335,162530673,5,
15165956,162530673,5,
1509206,162530673,5,
740517,162530673,5,
1161225,162530673,5,Quá hay
7772,162530673,5,
5938431,162530673,5,
15225634,162530673,5,đóng gói cẩn thận giao hàng nhanh
541659,162530673,5,
7298766,162530673,5,
16696407,162530673,5,
19445630,162530673,5,
5267640,162530673,5,
13909362,162530673,5,
28046019,162530673,5,
2083331,162530673,5,
26728646,162530673,5,
16790551,162530673,5,
678461,162530673,5,
7194205,162530673,5,
27577592,162530673,5,
28513517,162530673,5,
5421567,162530673,5,
11399442,162530673,4,
5883616,162530673,5,
17904017,162530673,5,
26544137,162530673,5,
16728544,162530673,5,
2122713,162530673,5,"Sách rất hay, các bạn trẻ nên đọc"
25592889,162530673,5,
1075983,162530673,5,
27916000,162530673,5,
10177809,162530673,5,
341946,162530673,5,
21584134,162530673,5,
2216548,162530673,5,
6004371,162530673,5,
5917418,162530673,5,
24537476,162530673,5,
28212763,162530673,4,
27016444,162530673,5,
2119124,162530673,5,
7007705,162530673,5,
18929231,162530673,5,Sách đáng để mua
18200599,162530673,5,
28221400,162530673,5,
8120185,162530673,4,
10632917,162530673,5,
16614729,162530673,4,
22627706,162530673,5,
1163920,162530673,5,
14237,162530673,5,"Sách rất hay, các bạn sinh viên nên đọc"
8645341,162530673,5,Sách hay. Mọi người nên đọc
12160439,162530673,5,
9779060,162530673,5,
22048667,162530673,5,Sách đẹp
19899225,162530673,5,
6977255,162530673,5,
17105904,162530673,5,
1356818,162530673,5,
320139,162530673,5,
15289595,162530673,5,
10079163,162530673,5,
22767222,162530673,5,
1631210,162530673,5,
28389825,162530673,5,
15258656,162530673,5,
12763649,162530673,5,
27014931,162530673,5,
8118174,162530673,5,
16836176,162530673,5,
17613183,162530673,5,
28403070,162530673,5,
28401939,162530673,5,
5435801,162530673,5,
7893271,162530673,5,
1872298,162530673,5,
21793044,162530673,5,
22693770,162530673,5,Tốt
1704362,162530673,5,
10288229,162530673,5,
28263218,162530673,5,Good
22597163,162530673,5,
13403939,162530673,5,
1947456,162530673,5,
310648,162530673,5,
620317,162530673,5,
11666058,162530673,5,
6714139,162530673,5,
19866871,162530673,5,
7480949,162530673,5,
14493029,162530673,5,
707637,162530673,4,
19199094,162530673,5,
23782705,162530673,4,
9776170,162530673,4,
5859998,162530673,5,
22906506,162530673,5,
15476806,162530673,5,
1685353,162530673,5,
27315244,162530673,5,
2077323,162530673,5,
15305071,162530673,5,
15614449,162530673,5,Good
20682254,162530673,5,
2157109,162530673,5,
13602960,162530673,5,
687089,162530673,5,
8579524,162530673,5,
6059875,162530673,5,
27786969,162530673,1,(*) Đánh giá không tính điểm. Giao hành thì méo hỏng nhìn khá bẩn nói chung là chưa tốt
13057819,273386447,5,
10781891,273386447,5,Huu ich
7180808,273386447,5,
24688882,273386447,5,
10025671,273386447,5,
21654527,273386447,5,
18341942,273386447,5,
135809,273386447,5,
8469116,2316583,5,"Sách truyền cảm hứng để con gái, phụ nữ sống ĐẸP hơn. KHỎE hơn. Rất gần gũi và dễ đọc. mua lần 3 rồi. 1 quyển đầu là để đọc. 2 quyển sau là để tặng cho 2 người đã mượn quyển 1 của mình đọc ??.. sách đẹp. ngay ngắn.. mua được giá SALE CÓ 35K"
13159646,2316583,5,"P1: Có mấy đoạn mình thấy hay và như thức tỉnh cái sự chây lì của mình. Sao bạn ở dưới lại cho có 3* thôi, tiếc cho sách quá. 'z' Đọc thử ""menu"" sách đi các bạn. :D. P2: mình lần đầu đặt sách Tiki thì bị thế này ~~. Nhưng thôi không sao review cho sách nên mình vote 5*"
20057540,2316583,5,"Sách xinh. Bọc cẩn thận. Mỗi tội giao hơi lâu xíu, chắc do dịch nên mình thông cảm . Cảm ơn shop. Chúc shop thành công phát triển"
18703003,2316583,5,
16528570,2316583,5,"huhuhu sách về mà nhìn đau lòng quá đi ?, bìa bị bẩn và nhiều nếp gấp quá chắc do lúc vận chuyển bị lms đó . nhưng chất lượng sách vẫn tuyệt lm"
1276715,2316583,3,lâu mình ko mua sách trên tiki vì thấy rất nhiều phản hồi ko tốt. Và lần này vẫn thất vọng y như vậy. Sách vừa bẩn vừa cũ.. Mình thực sự mong tiki có thể làm việc tốt hơn.
17412760,2316583,5,Sách đẹp và rẻ. Mua được với giá hời đợt sale vừa rồi
2146142,2316583,4,Văn phong thú vị của Chúy đã khiến mình đọc 1 mạch đến hết. Em đẹp cuốn sách rất ý nghĩa cho phái nữ. Mn nên đọc. Tuy nhiên sách mình nhận được hơi cũ..
10567980,2316583,5,SÁCH ĐẸP . Sách nói về cái ĐẸP.. Nói chung là ĐẸP
1842873,2316583,5,Giao hàng nhanh chóng. Sách mới không tì vết. Nội dung thì trong 4 ngày tiki giao 70 cuốn thì không thể đọc được hết. Hihi
1928489,2316583,2,"Sách mỏng, khổ sách nhỏ, giao cuốn này hơi bẩn, cũ, và quăng góc."
13894171,2316583,5,Ok tốt
20170461,2316583,4,
17651957,2316583,5,
317483,2316583,5,
317483,2316583,5,
7846809,2316583,5,
5556591,2316583,5,
689056,2316583,5,
1707423,2316583,5,"sách đẹp, bìa xinh, đóng gói tốt"
16264638,2316583,1,"Không như kỳ vọng, nội dung sơ sài"
2165038,2316583,5,sách hay nhé
222080,2316583,5,
18855916,2316583,5,
9004506,2316583,5,
17202459,2316583,5,
8228605,2316583,3,
7364911,2316583,5,Sách bìa dễ thương cực.mặc dù chưa đọc nội dung ??
10881299,2316583,2,
906261,2316583,3,"Mình thật sự thích bìa cuốn sách này, đẹp. Nhưng nội dung theo mình thì không thú vị lắm. Có chút thất vọng. :))"
26248653,150553700,5,
11040842,150553700,5,
19647350,150553700,5,
9812230,10767515,5,
19582643,22482263,5,
6182288,22482263,5,
23556194,22482263,5,ok
25983882,22482263,4,
1034436,22482263,5,
24019346,22482263,5,
15112487,22482263,5,
160172,22482263,5,
740673,106362188,2,"Mình đặt sách có bìa mẫu mới nhưng lại giao cho mình bìa mẫu cũ. Nội dung vẫn vậy nên mình không đổi trả làm gì. Nhưng đối với các khách hàng muốn mua đúng phiên bản thì nhà bán hàng nên xem xét lại. Đây là cuốn sách kinh điển về đọc sách xuất bản từ năm 1940 là cuốn "" Đọc sách như một nghệ thuật"" nhưng các kiến thức vẫn rất hữu ích. Sách đi sâu chi tiết về cách đọc sách không lang man như những cuốn sách dạy về cách đọc khác. Tuy các kiến thức có phần rườm rà khó tiếp thu nhưng nếu áp dụng tốt bạn sẽ troẻ thành master. Rất hữu ích."
5894378,106362188,5,Nên đọc. Hành văn oke nhưng nếu áp dụng cách đọc mà sách hướng dẫn vào chính cuốn sách thì khá mệt. Đọc sách nghiêm túc cần luyện tập ở cường độ cao và thường xuyên
177416,106362188,5,
21912774,106362188,4,
28679614,106362188,4,
309980,106362188,5,
26649912,106362188,5,Hay bổ ích
7469073,106362188,4,nội dung phần đầu cuốn sách khá là hay còn phần giữa thì k có gì đặc biệt. xét về tổng thể thì tạm ôi
13051584,106362188,5,
14369285,106362188,5,
23004909,106362188,3,Đã nhận sách theo đúng yêu cầu
6562756,106362188,5,
27390309,15444773,5,
5804255,15444773,5,
615327,15444773,4,"Bì sách hơi mốc, có vẻ là bị lật mở nhiều. Không tốt"
16236419,22172572,5,
12125417,22172572,5,
25958837,22172572,5,
5846910,22172572,5,sách hay
21816611,22172572,5,
8744673,22172572,1,"Sách không được mới nguyên, ghi tặng kèm Bookmark nhưng không có luôn!. không hài lòng!"
5760747,22172572,5,
8388737,22172572,5,
2083301,22172572,5,tuyệt vời. đúng sách đúng thời điểm
1182516,22172572,5,
10931702,22172572,3,"Sách bị quăn góc, bên trong ổn"
1014118,22172572,5,
7441310,22172572,5,
17087701,22172572,5,Hài lòng
16426556,22172572,5,
1092265,22172572,5,
1111511,22172572,5,
15619927,22172572,5,
16903808,196517620,5,"• Rất thích Tiki ở chỗ giá rẻ và giao hàng nhanh. Mình đặt hàng vào 11h đêm hôm trước, trưa hôm sau Tiki giao rồi.. • Tuy nhiên đóng gói vẫn còn khá sơ sài, cuốn có bọc nylon bên ngoài, cuốn không.. • Còn về nội dung mình chưa đọc nên chưa đánh giá được."
9773292,196517620,5,"Chưa đọc nhưng mua vì tin tưởng sách của tác giả Đặng Hoàng Giang. Luôn có những góc nhìn mới mẻ để mình nhìn lại cách sống, suy nghĩ của mình."
25802223,196517620,5,Nếu 1 năm nay chỉ đc đọc 1 quyển sách mình sẽ chọn quyển này của bác Giang. Cuốn sách siêu siêu hay và ý nghĩa. Mình đã khóc rất nhiều khi đọc cuốn sách.
17389840,196517620,5,"Sách hay, nên đọc. Good book. Sách bác Giang thì khỏi bàn, sắc - sâu lắm"
29905107,196517620,5,
22321981,196517620,5,
7182652,196517620,5,Đọc xong khóc lụt cả buổi chiều luôn. Mn nên đọc nhé
5266020,196517620,5,
18217701,196517620,5,nội dung sách quá tuyệt vời. sách bác Giang quá sâu sắc.Cảm ơn Bác Giang rất nhiều!
28183416,196517620,5,
18117602,196517620,5,
19596037,196517620,5,
16726803,196517620,5,
14887144,196517620,5,
26564167,196517620,5,
1194221,196517620,5,Sách hay và bổ ích lắm
18324329,196517620,5,
21014423,196517620,5,
1205369,196517620,5,
1112139,196517620,5,
17471525,196517620,5,
22566894,196517620,5,
27796614,196517620,5,
6587648,196517620,4,
7494716,196517620,4,
12542002,196517620,5,
16336099,196517620,5,
819629,196517620,5,
11833903,196517620,5,
24062796,196517620,5,
28101369,196517620,5,
12146069,196517620,5,
612705,196517620,5,
15258656,196517620,5,
23429770,10118594,1,Đây là giáo trình copy và dán . Không phải giáo trình chính thống
11511756,10118594,5,
249938,10118594,3,"Sách không hỗ trợ bookcare tuy thấy thông báo có hỗ trợ,. Bookmark tiki thì như một trò hề.. -------------. Riêng phần giấy và màu sách thì tôi thích."
12885346,10118594,4,"bọc kỹ càng, giao hàng rất nhanh"
19116535,10118594,5,
8015214,10118594,5,
325734,10118594,5,
1470511,10118594,5,
143219,10118594,4,Dc
1134195,10118594,5,
16946914,10118594,5,
14964680,1387539,5,
9890934,13579551,5,Sách Tốt. Giao Nhanh. Kỹ Càng. Có Túi Xốp Chống Nước. Nhưng Không Tặng Kèm Book mark của TiKi. Hơi thất vọng. Lần sau chắc cho ít sao quá.
6180915,13579551,4,Tiêu đề ghi tặng kèm Bookmark Tiki nhưng khi khui kiện thì mình chỉ nhận được sách (không có bookmark)
124036,13579551,5,Tuyệt vời. Sách rất hay dành cho mọi người
14806358,13579551,5,
17541382,13579551,5,"Chất lượng tốt, đóng gói kỹ, giao nhanh"
8663058,13579551,5,
11498097,13579551,4,
17128074,13579551,5,
27577656,13579551,5,
7424312,13579551,5,
17685532,13579551,4,Sách đẹp
9890335,10118596,5,"Tiki giao hàng nhanh. Sách khá dày, nói về lược sử hacker một cách chi tiết. Cuốn sách đáng đọc!"
810311,10118596,5,"Haker lược sử- Chiến công của những kẻ mê máy tính thông minh và lập dị thời ký đầu của cuộc cách mạng máy tính- Steven Levy được gọi là đạo đức hacker phác học bức tranh đa màu gồm những trí thông minh tuyệt đỉnh, ghi lại những chiến công của hacker thời kỳ đầu trong cuộc cách mạng máy tính của những kẻ mê máy tính thông minh những năm 1950- 1980, đã dám mạo hiểm, bẻ cong các quy tắc và đẩy thế giới vào một hướng đi hoàn toàn mới. Nhân viên giao hàng Tiki vui vẻ dù đã cận kề tết ngày 23 âm lịch. Ngày 28/01/2019."
